9/13 18:35:35.883  SPELL_DAMAGE,0x0000000000002684,"Lev",0x511,0xF1300042EA00E8D1,"Talbuk Stag",0x10a28,36916,"Mongoose Bite",0x1,371,1,0,0,0,nil,nil,nil
9/13 18:35:35.883  SPELL_HEAL,0x0000000000002684,"Lev",0x511,0xF14000FACB0004F6,"Penfold",0x1111,37382,"Health Link",0x2,55,nil
9/13 18:35:36.283  SWING_DAMAGE,0xF1300042EA00E8D1,"Talbuk Stag",0x10a28,0x0000000000002684,"Lev",0x511,223,1,0,0,0,nil,nil,1
9/13 18:35:36.816  SWING_DAMAGE,0xF14000FACB0004F6,"Penfold",0x1111,0xF1300042EA00E8D1,"Talbuk Stag",0x10a28,156,1,0,0,0,nil,nil,nil
9/13 18:35:37.816  SPELL_CAST_SUCCESS,0x0000000000002684,"Lev",0x511,0xF1300042EA00E8D1,"Talbuk Stag",0x10a28,27014,"Raptor Strike",0x1
9/13 18:35:37.816  SPELL_MISSED,0x0000000000002684,"Lev",0x511,0xF1300042EA00E8D1,"Talbuk Stag",0x10a28,27014,"Raptor Strike",0x1,MISS
9/13 18:35:38.166  SWING_MISSED,0x0000000000002684,"Lev",0x511,0xF1300042EA00E8D1,"Talbuk Stag",0x10a28,MISS
9/13 18:35:38.166  SWING_MISSED,0xF14000FACB0004F6,"Penfold",0x1111,0xF1300042EA00E8D1,"Talbuk Stag",0x10a28,DODGE
9/13 18:35:38.266  SWING_DAMAGE,0xF1300042EA00E8D1,"Talbuk Stag",0x10a28,0x0000000000002684,"Lev",0x511,168,1,0,0,0,nil,nil,1
9/13 18:35:39.567  SWING_DAMAGE,0xF14000FACB0004F6,"Penfold",0x1111,0xF1300042EA00E8D1,"Talbuk Stag",0x10a28,169,1,0,0,0,nil,nil,nil
9/13 18:35:40.266  SWING_DAMAGE,0xF1300042EA00E8D1,"Talbuk Stag",0x10a28,0x0000000000002684,"Lev",0x511,272,1,0,0,0,1,nil,nil
9/13 18:35:40.516  SWING_MISSED,0x0000000000002684,"Lev",0x511,0xF1300042EA00E8D1,"Talbuk Stag",0x10a28,DODGE
9/13 18:35:40.817  SWING_DAMAGE,0x0000000000002684,"Lev",0x511,0xF1300042EA00E8D1,"Talbuk Stag",0x10a28,484,1,0,0,0,1,nil,nil
9/13 18:35:40.817  SPELL_AURA_REFRESH,0x0000000000000000,nil,0x80000000,0x0000000000002684,"Lev",0x511,35099,"Rapid Killing",0x1,BUFF
9/13 18:35:40.817  PARTY_KILL,0x0000000000002684,"Lev",0x511,0xF1300042EA00E8D1,"Talbuk Stag",0x10a28
9/13 18:35:40.817  SPELL_HEAL,0x0000000000002684,"Lev",0x511,0xF14000FACB0004F6,"Penfold",0x1111,37382,"Health Link",0x2,72,nil
9/13 18:35:40.817  UNIT_DIED,0x0000000000000000,nil,0x80000000,0xF1300042EA00E8D1,"Talbuk Stag",0x10a28
9/13 18:35:40.817  SPELL_AURA_APPLIED,0x0000000000000000,nil,0x80000000,0x0000000000002684,"Lev",0x511,35099,"Rapid Killing",0x1,BUFF
9/13 18:35:48.618  SPELL_CAST_SUCCESS,0x0000000000002684,"Lev",0x511,0xF1300042E800E886,"Windroc",0x10a28,14325,"Hunter's Mark",0x40
9/13 18:35:48.783  SPELL_AURA_APPLIED,0x0000000000000000,nil,0x80000000,0xF1300042E800E886,"Windroc",0x10a28,14325,"Hunter's Mark",0x40,DEBUFF
9/13 18:35:50.200  SPELL_CAST_FAILED,0x0000000000002684,"Lev",0x511,0x0000000000000000,nil,0x80000000,34026,"Kill Command",0x1,"You can't do that yet"
9/13 18:35:50.316  SPELL_CAST_START,0x0000000000002684,"Lev",0x511,0x0000000000000000,nil,0x80000000,34120,"Steady Shot",0x1
9/13 18:35:51.318  SWING_DAMAGE,0xF14000FACB0004F6,"Penfold",0x1111,0xF1300042E800E886,"Windroc",0x10a28,173,1,0,0,0,nil,nil,nil
9/13 18:35:51.666  SPELL_CAST_FAILED,0x0000000000002684,"Lev",0x511,0x0000000000000000,nil,0x80000000,27021,"Multi-Shot",0x1,"Not yet recovered"
9/13 18:35:51.866  SWING_DAMAGE,0xF1300042E800E886,"Windroc",0x10a28,0xF14000FACB0004F6,"Penfold",0x1111,106,1,0,0,0,nil,nil,nil
